,horario,local,texto,relevancia,Sigla
6,2020-08-22 11:49:05,Cuiabá,"@mari_fonseca Esse lance de “fingir costume” é pra gente chata! Recebi um primo gringo que morou a vida toda na Califórnia. Chegou aqui e viu chuva com raios e trovões, parecia uma criança! Deixa o povo ser feliz oras..",0,MT
7,2020-08-22 09:45:08,"Cuiabá, Mato Grosso","@JanjaLula Em Cuiabá-MT, sequidão. Depois de calor intenso, 40°, chegou um frio gelado. Deu uma garoa só, sem chuva. Agora 12°.",0,MT
8,2020-08-22 03:55:14,"Cuiabá, Brasil",que nojo mlk o pé descalço na chuva sabe o cabelo seboso a roupa feia ah naooo n tem condições direitistas não são GENTE,0,MT
9,2020-08-22 03:51:35,"Cuiabá, Brasil",tinha q ser estadunidense trump fã pra fazer uma porquice dessa de ir descalço na chuva em lugar público no meio de uma pandemia e ainda por cima achar bonito pedir em casamento no meio dessa sujeira https://t.co/SeKT5osERP,0,MT
10,2020-08-22 02:40:25,"Cuiabá, Brasil","E foi chuva de verdade pqp, um temporal....",0,MT
11,2020-08-22 02:40:10,"Cuiabá, Brasil",Eu lembro que em 2016 depois de um agosto horrivel tiveram duas fucking frentes frias em setembro na msma semana e com chuva.... foi a última vez que eu vi frio com chuva em mato grosso...   saudadess,0,MT
12,2020-08-22 02:12:46,"Cuiabá, Mato Grosso",@joaomoraes_ Kakakakak depois que lembrei que era só ácido sulfúrico nessa chuva,0,MT
13,2020-08-21 23:56:31,"Cuiabá, Brasil","Livia toda fofa comigo né, aí rolou o seguinte diálogo

eu: “se você tá pensando que eu vou cair no seu papinho e você vai dormir comigo, pode tirar seu cavalinho da chuva”
ela: “não mesmo?”
eu: não mesmo”, 
ela: “Blz, só não fala mais comigo” 

Kkkkkkkkkkk o auge da carência",0,MT
14,2020-08-21 20:43:05,Cuiabá,"como não? se é separação, de onde é o trovão que anuncia quando a chuva vemmm",0,MT
15,2020-08-21 18:28:18,"Cuiabá, Brasil","Frio pode ir embora.
Chega.
Chuva, pode vir.",0,MT
16,2020-08-21 18:23:26,Cuiabá-MT,"@bthammy Deve ser igual ao Pará. Ou é muito sol, ou é muita chuva.",0,MT
17,2020-08-21 18:00:10,"Cuiabá, Brasil",@EricaTeeixeira bolinho de chuva,0,MT
18,2020-08-21 17:15:48,"Cuiabá, Brasil","“você só gosta de frio pq nunca passou frio de verdade”

passei sim
abaixo de zero
peguei chuva e depois neve
e amo frio

pau no cu de todo mundo",0,MT
19,2020-08-21 15:41:13,Cuiabá-MT,"Se você é daqueles que fica esperando reconhecimento dos outros, pode ir tirando seu cavalinho da chuva. O único que sabe o quanto lutou pra chegar até aqui é só você mesmo.",0,MT
20,2020-08-21 15:00:08,"Cuiabá, Brasil",@natpoulain @adelmondxx @annaaatt @g1 tudo o que precisamos no momento é a chuva,0,MT
21,2020-08-21 14:46:40,"Cuiabá, Brasil","@lunaimi @g1 Olha, eu n me lembro da temperatura em cuiabá baixando gradualmente em toda minha vida kkkkkkkk sempre é brusco, mas o clima ta ficando pior aq, principalmente o regime de chuvas, cada vez menor.",0,MT
22,2020-08-21 14:45:20,"Cuiabá, Brasil",@igaodobic bom caiu um pingo de chuva,0,MT
23,2020-08-21 14:41:21,"Cuiabá, Brasil","@natpoulain @annaaatt @g1 O verão aq é a melhor época, pq pelo menos chove, o resto do ano é seco q nem um deserto (literalmente)",0,MT
24,2020-08-21 14:40:46,"Cuiabá, Brasil",@aizaadora @kamirasan1 cai a chuva e molha o meu amô,0,MT
25,2020-08-21 14:21:11,"Cuiabá, Brasil","@aizaadora @kamirasan1 Vdd, mi salvou sua vida kkkkk E A CHUVA????????? https://t.co/qhe7YogWvU",0,MT
26,2020-08-21 11:52:52,Cuiabá-MT,"@FayerLuciano Ao menos aqui, eu acompanho ele para executar os serviços na obra. Nunca erra em se tratando de chuva. Frio, neve e ainda no RJ eu não sei. Kkkkkkkkkk. Do jeito que 2020 tá malucão, eu não duvido de nada. Kkkkkkkk",0,MT
27,2020-08-21 11:50:35,,"RT @viniciusscallop: Ninguém pediu frio mano, eu queria CHUVA",0,MT
28,2020-08-21 11:19:51,"Cuiabá, Brasil","RT @viniciusscallop: Ninguém pediu frio mano, eu queria CHUVA",0,MT
29,2020-08-21 11:19:03,Cuiabá-MT,"RT @jotajean4: Maior queimada aqui em Cuiabá-MT, aí o cuiabno pensa: vou lavar o carro né, vai que Deus olha o carro limpinho e resolve man…",0,MT
30,2020-08-21 11:16:51,"Cuiabá, Mato Grosso, Brazil","Esfriou viu, e só as lembranças dos treinos com chuva a bola lisa igual sabonete e o coach gritando PEGA ESSA BOLAAAAAAAAA",0,MT
31,2020-08-21 11:07:13,Brasil,"RT @viniciusscallop: Ninguém pediu frio mano, eu queria CHUVA",0,MT
32,2020-08-21 10:38:06,"Espigão d'Oeste, Brasil","RT @viniciusscallop: Ninguém pediu frio mano, eu queria CHUVA",0,MT
33,2020-08-21 10:27:10,"Cuiabá, Brasil","Eu pedi pra Deus chuva que inunda e ele me deu um  frio, com certeza, é mt melhor",0,MT
34,2020-08-21 10:27:08,"Cuiabá, Brazil","eu já não sei mais se é fumaça, neblina, chuva to entendendo nada dessa cidade",0,MT
35,2020-08-21 10:04:16,"Cuiabá, Brasil","@milicianaaa Parabens mili pela conquista de mais uma primavera, que o jardim de sua vida tenha as flores de mais variadas cores e aromas e que o Papai do Céu regue sua vida com chuvas de bênçãos!!!",0,MT
36,2020-08-21 09:46:56,"Cuiabá, Brasil","espero que pelo menos com esse clima e um pouco de chuva ajude no combate à incêndio do pantanal
amém",0,MT
37,2020-08-21 09:40:49,"Cuiabá, Brasil","RT @viniciusscallop: Ninguém pediu frio mano, eu queria CHUVA",0,MT
38,2020-08-21 09:23:06,"Cuiabá, Brasil",@ULISSOSi se chover eu tomo banho de chuva,0,MT
39,2020-08-21 09:09:21,Cuiabá,"Ninguém pediu frio mano, eu queria CHUVA",0,MT
40,2020-08-21 08:49:19,cuiabá,podia vir uma chuva junto com o frio ne,0,MT
41,2020-08-21 08:17:30,Cuiabá-MT,RT @jotajean4: @WALDINEY3625 @Almeida_305 Essa parada de lavar o carro para chover e tipo a dança da chuva https://t.co/DIDfzInXJ6,0,MT
42,2020-08-21 08:13:28,"Cuiabá, Brasil",@DoloresPlainLo Chuva ácida ainda,0,MT
43,2020-08-21 08:09:41,Cuiabá MT,Temperatura despenca em Cuiabá e chuva dá um alívio a secura. https://t.co/I8gwn1NIr3,0,MT
44,2020-08-21 07:11:41,"Cuiabá, Brazil","Objetivo de Cuiabá é matar os cuiabanos, num dia um sol escaldante no outro essa friagem com ventos e chuva",1,MT
45,2020-08-21 06:41:31,"Cuiabá, Brasil","Botei a cara lá fora e não rolar não, até chuva tá tendo. Acho q vamos de uns abdominal cagado em casa mesmo e protegido dos perigos mundanos desse frio",1,MT
46,2020-08-21 06:39:08,"Cuiabá, Brasil","Maior queimada aqui em Cuiabá-MT, aí o cuiabno pensa: vou lavar o carro né, vai que Deus olha o carro limpinho e resolve mandar uma chuva só para me contrariar e de quebra ajuda a amenizar as queimadas. 

quando eu lavo o carro é tipo índio fazendo a dança da chuva kkkkkkkkkk https://t.co/MtfyXR3USv https://t.co/ARHXXIBcWp",0,MT
47,2020-08-21 06:37:10,"Cuiabá, Brasil",@WALDINEY3625 @Almeida_305 Essa parada de lavar o carro para chover e tipo a dança da chuva https://t.co/DIDfzInXJ6,0,MT
48,2020-08-21 05:00:32,"Cuiabá, Brasil",OBG SENHOR PELA CHUVA https://t.co/A1luAarv1Y,1,MT
49,2020-08-21 04:34:16,Cuiabá,"Mistura de frio, chuva e fumaça",1,MT
50,2020-08-21 03:27:06,"Cuiabá, Brasil",Obrigado deus pela chuva de Chernobyl,1,MT
51,2020-08-21 03:26:04,"Cuiabá, Brasil","Gente, só eu vi a chuva??",1,MT
52,2020-08-21 03:17:32,"Cuiabá, Brasil",Só acreditei quando fui jogar o lixo e tava mó chuva pega bobo https://t.co/EWoDkvxm9g,1,MT
53,2020-08-21 02:35:55,"Cuiabá, Brasil",Enfim chuva nesse Cuiabá,1,MT
54,2020-08-21 02:30:26,"Cuiabá, Brasil",@Giomariacampos SIMMMMMM TO MUITO FELIZ MAS DEVE SER CHUVA ÁCIDA 😔😔😔😔 pelo menos ainda é chuva,1,MT
55,2020-08-21 02:29:57,"Cuiabá, Brasil",@gmirandinha0 desde quando pra chove tem q ter algm com vc a pfv ne,0,MT
56,2020-08-21 02:28:10,"Cuiabá, Brasil",@gmirandinha0 simmmmm fui na sacada e tava um cheirinho de chuva com fumaça 😍😍😍😍🥰🥰🥰🥰🥰🥰,1,MT
57,2020-08-21 02:24:47,Cuiabá / MT ,"Impressionada. São Pedro resolveu mostrar todos os seus poderes num só dia, não sei se posso chamar de chuva mas tá acontecendo",0,MT
58,2020-08-21 02:18:54,"Cuiabá, Brasil",Caraí poha tá chuvendo,1,MT
59,2020-08-21 02:14:27,"Cuiabá, Brasil","@lohlohmann SIM! SIM! É real! Ela voltou. A chuva do caju chegou com 2 dias de atraso, mas veio 🙏",1,MT
60,2020-08-21 02:08:29,"Cuiabá, Brasil",QUE CHEIRINHO DE CHUVA MARAVILHOSO,1,MT
61,2020-08-21 02:04:57,"Cuiabá, Brasil","Tô ouvindo a chuva cair 😭😭😭😭😭
Pai, eu sei que tu me sondas",1,MT
62,2020-08-21 02:01:21,"Cuiabá, Brasil",ISSO É CHUVA?????,1,MT
63,2020-08-21 01:57:45,"Cuiabá, Mato Grosso","Pela primeira vez em 2 meses estou conseguindo respirar decentemente em Cuiabá 
Gotinhas de chuva, ventinho e frio, será que estou sonhando? https://t.co/75z2PcS7tZ",1,MT
64,2020-08-21 01:55:25,"Cuiabá, Brasil",@isrosa_ ta só serenando lá fora nada de chuva ainda!,0,MT
65,2020-08-21 01:44:55,cuiabá-MT,"Choveu na minha casa.
Ctz foi mais radioativa que a primeira chuva após o desastre de Chernobyl",0,MT
66,2020-08-21 01:41:07,Cuiabá - MT,#chuva #garoa #magic #magica #alegria #risos #humor #happiness #sempresorrindo #quarentena #menduim #brazil https://t.co/tDGyYmspzw,0,MT
67,2020-08-21 01:38:26,"Cuiabá, Brasil","Estaria eu alucinando ?
Estou sentindo cheiro de chuva? Deveria estar dormindo, mas a cabeça não deixa",0,MT
68,2020-08-21 00:16:32,Rio Cuiabá,"@lasanhento @tfernanda_ Nem a gente sabe, a única coisa q sabemos é q são 6 meses de seca e 6 meses de chuva só, mas esse ano tá tipo????",0,MT
69,2020-08-21 00:06:37,"Cuiabá, Brasil","Chuva de estrela cadente.

#AnimalCrossing #ACNH #NintendoSwitch https://t.co/fYaL4U5u6p",0,MT
70,2020-08-20 23:13:04,"Cuiabá, Brasil",@juliaugolini9 @brenoagnolon kkkkkkkkkkkkkkk chuva de ORVADAS nessa casa,0,MT
71,2020-08-20 22:55:16,"Cuiabá, Brasil",chuva seja bem vinda pfv,1,MT
72,2020-08-20 22:40:57,"Cuiabá, Brasil",@n3rder0s aff eu amo chuva deve ser MT foda mas tbm deve ser um saco as vezes. Tu já assistiu algum dos dois?,0,MT
73,2020-08-20 22:04:23,cuiaba,to esperando a chuva mor🤡🤡🤡 https://t.co/IviUBpUgBY,0,MT
74,2020-08-20 21:50:15,"Campo Verde, Brasil","RT @umataldeKatia: Cuiabá ontem nesse horário: 42°C

Cuiabá hoje: 28°C 

Mais bipolar que essa cidade? Mas não reclamei. Só faltou a chuva…",0,MT
75,2020-08-20 21:02:21,"Cuiabá, Brasil",Ta um climinha que parece que a qqr hr vai chover mas eu nem me iludo pq eu ja to ciente a chuva do cadju é só finalzin de setembro,0,MT
76,2020-08-20 20:10:06,"Cuiabá, Brasil","@DydyhRolao No carro, na chuva, na fazenda ... onde ele mandar em chupo . Sem preguiça 🤤🤤🤤🤤❤️",0,MT
77,2020-08-20 20:04:53,Cuiabá,"Cara, na minha cabeça esse frio prometeu uma chuvinha pra chegar
Desonesto frio sem chuva, tava até feliz achando que ia chover",0,MT
78,2020-08-20 19:14:26,"Cuiabá, Brasil",Roubaram a chuva da minha cidade,0,MT
79,2020-08-20 19:01:06,"Cuiabá, Brasil","23°C enfumaçado 

Quem aguenta chegar frio, sem chuva e cheio de fumaça????",0,MT
80,2020-08-20 18:54:56,"Cuiabá, Brasil",@gjapex Pero meu guarda-chuva e voo embora,0,MT
81,2020-08-20 18:16:30,Cuiabá-MT,@Leandro160381 Chuva chega em outubro só. Pega de outubro até abril. As vezes estica até maio. De junho em diante e seca e fogo. Esse ano as queimadas começaram antes e com muita força.,0,MT
82,2020-08-20 18:02:58,"Cuiabá, Brasil","Na vdd, minha mãe vai ser a primeira a gritar ""DESLIGA ISSO AÍ MENINO, TÁ FORMANDO TEMPO PRA CHUVA""",0,MT
83,2020-08-20 18:01:13,"Cuiabá, Brasil","Eu tava aqui pensando... e as aulas online nos dias de chuva?????

Eu quero ver quem vai me fazer ficar no computador enquanto cai 5 mil raios na cidade",0,MT
84,2020-08-20 16:51:06,"Cuiabá, Brasil","@portaIbts_twt Não,  infelizmente, sem chuva a mais de 90 dias @BTS_twt",0,MT
85,2020-08-20 16:25:55,"Cuiabá, Brasil","@ryanfraga2 Amg kkk mas no caso faz mto tempo q n tem mormaço por aq, ta seco e n chove tem mais de 3 meses....",0,MT
86,2020-08-20 16:20:53,"Cuiabá, Brasil","Cuiabá ontem nesse horário: 42°C

Cuiabá hoje: 28°C 

Mais bipolar que essa cidade? Mas não reclamei. Só faltou a chuva do caju.",0,MT
87,2020-08-20 15:35:31,Cuiaba-MT,"fico mt de cara que ninguém está falando sobre pantanal. só queria q viesse mt chuva e acabasse c fogo do pantanal. mt animal está morrendo, nossa flora e fauna eh diversa n tem como ver só tudo queimando",0,MT
88,2020-08-20 15:34:44,"Cuiabá, Brasil","acabei de pensar, será que o Jardim das Palavras tá conectado com Weathering with you?! Pq chove durante o filme todo quase",0,MT
89,2020-08-20 15:17:30,"Cuiabá, Brasil",Cu queria chuva e cuiaba me manda esse dia feio com vento,0,MT
90,2020-08-20 15:12:27,"Cuiabá, Brasil",Graças a Deus uma chuva nesse lugar 🙌🏻🙌🏻,1,MT
91,2020-08-20 14:31:48,"Cuiabá, Brasil","qual o motivo mais ridículo que te deixou uma cicatriz?

 fui andar de descalça na chuva no carnaval e levei 7 pontos no pé https://t.co/fmFLL8ENK1",0,MT
92,2020-08-20 14:14:05,"Cuiabá, Brasil","pois bem, hj está fresco aq em paris, fato q n me interessa no momento pois eu almejo chuva",0,MT
93,2020-08-20 13:38:21,Cuiabá ,@MalthusThiago Chuva? Onde? Quando? Como?,0,MT
94,2020-08-20 13:21:23,"Cuiabá, Brasil","a caixa molhada de chuva
era tudo que eu mais queria 

livros e chuva .... https://t.co/H5cWqG9EHw",0,MT
95,2020-08-20 13:08:47,"Cuiabá, Brasil",Deus se vc n tiver desistido da gente ainda por favor manda uma chuva torrencial hoje de 8h da noite até manhã cedo 🙏🏽🙏🏽,0,MT
96,2020-08-20 13:07:24,Cuiabá-MT,@Angy_Chuva Muito bom continue assim,0,MT
97,2020-08-20 13:06:33,Cuiabá,@carolaraujj triste... e a chuva nem vingou 😔,0,MT
98,2020-08-20 13:01:34,Mato,"RT @madeforbrazil: em cuiabá, essa semana consiste em olhar pro céu e não saber se tá vendo fumaça, chuva ou frio",0,MT
99,2020-08-20 13:00:11,"Cuiabá, Brasil","em cuiabá, essa semana consiste em olhar pro céu e não saber se tá vendo fumaça, chuva ou frio",0,MT
0,2020-08-22 20:52:33,"Belém, Brasil",RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
1,2020-08-22 20:50:59,"Belém, Brasil",RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
2,2020-08-22 20:50:27,"Pará, Brasil",A chuva de hoje foi tão boa❤❤,0,PA
3,2020-08-22 20:29:19,Belém ,"Ouvindo anunciação e lembrando dele

chove chuva https://t.co/J3tSUJBNIh",0,PA
4,2020-08-22 20:20:10,"Belém, Brasil",RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
5,2020-08-22 20:04:38,"Belém, Brasil","Que odio que ela nao veio😭😭😭😭 hj não foi meu dia, chuva",0,PA
6,2020-08-22 19:55:31,"Belém do Pará, Brasil","@livmartinz @belemtransito O tempo fecha, fica umas nuvens carregadas, um vento tímido, mas chuva que é bom kk😔",0,PA
7,2020-08-22 19:53:32,Belém-PA,A chuva vem dizendo que: é tempo de mudanças!!,0,PA
8,2020-08-22 19:49:20,"Belém, Brasil","Meu pai a chuva em Santy Mary  AMÉM, AMÉM",1,PA
9,2020-08-22 19:41:29,,RT @_eumariane: chuva c cheirin de terra molhada,1,PA
10,2020-08-22 19:36:15,Belém ,RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
11,2020-08-22 19:36:04,"Belém, Pará",RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
12,2020-08-22 19:33:53,"Belém, Brasil","@iasmimfrances Eu reclamo do calor e reclamo, mais ainda da chuva. Eu moro na baixada do Marco e nunca vou romantizar chuva, afinal aqui a gente fica sem rua pra andar e nem ônibus passa se ficar tudo alagado",0,PA
13,2020-08-22 19:28:14,"Pará, Brasil","Dormi com sol e acordei c chuva, deus não nos abandonou 🙏🏾🙏🏾🙏🏾 sinal que não vai faltar água essa semana 😭😭😭",1,PA
14,2020-08-22 19:28:01,belém,chuva em mosqueiro irmãos,1,PA
15,2020-08-22 19:26:04,"Belém, Brasil",Chuva em Parauapebas. Um milagre.,1,PA
16,2020-08-22 19:24:33,"Pará, Brasil",chuva c cheirin de terra molhada,1,PA
17,2020-08-22 19:19:50,"Belém, Brasil",RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
18,2020-08-22 19:18:14,"Belém, Brasil",RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
19,2020-08-22 19:14:15,Belém-Pa,Cadê essa chuva que eu não vi aqui no setor???? https://t.co/frYAB0l74K,0,PA
20,2020-08-22 19:08:54,Belém - Pará - Brasil,Ventinho de chuva 🥰,0,PA
21,2020-08-22 18:59:15,"Belém, Pará",@_jessisozinho Que chuva? 😳,0,PA
22,2020-08-22 18:58:35,"Pará, Brasil",chuva 😃,1,PA
23,2020-08-22 18:57:34,"Belém, Brasil",cheguei antes da chuva pelo menos !,0,PA
24,2020-08-22 18:56:11,Belém - PA,"Após quase 30 dias, chuva em Belém...",1,PA
25,2020-08-22 18:54:30,Belém - Brazil,Acabou a chuva. Agora só em novembro 🤧🤧🤧🤧,0,PA
26,2020-08-22 18:51:13,Belém,durou nem 10 min a droga dessa chuva na moral,0,PA
27,2020-08-22 18:50:40,Belém ,"Esperava chuva, recebi calor ...",0,PA
28,2020-08-22 18:49:42,Belém,meu deus finalmente chuva no bairro da pedreira valeu a pena sacrificar as vidas de alguns parentes,1,PA
29,2020-08-22 18:49:24,"Belém, Brasil",Chuva de Belém foi flop,0,PA
30,2020-08-22 18:49:11,"Pará, Brasil","Vai dar uma chuva do caralho agora, céu tá todo preto maluco",0,PA
31,2020-08-22 18:48:17,"Belém, Brasil","Não chovia há uns 15 dias

Jogo do Paysandu

Chuva do nada",1,PA
32,2020-08-22 18:47:45,"Belém, Pará",@_jessisozinho Pra cá Guamá não chegou a chuva,0,PA
33,2020-08-22 18:47:37,"Belém, Brasil","Pronto. Já passou a chuva. Foi pra enganar os bestas, mais tarde vem fumaça",0,PA
34,2020-08-22 18:46:27,Pará,"E essa massa de ar frio que fez até nevar?

Em Belém o máximo (ou mínimo, dependendo da interpretação) que estamos tendo é uma chuva com gotas quentes, depois de mil dias sem chover, com uma sensação térmica de inferno dentro do sol",0,PA
35,2020-08-22 18:46:14,Belém,chuva????????,1,PA
36,2020-08-22 18:45:48,Belém/PA,"RT @negraolucas: Em 2018 pintei azulejos para quebra-los e criar obras maiores e com mais volume. 

1- Abandono, tombamento em dias de chuv…",0,PA
37,2020-08-22 18:43:48,Pará,ai senhor obrigada pela chuva,1,PA
38,2020-08-22 18:42:00,"Belém, Pará",CHUVA CARALHOOOO,1,PA
39,2020-08-22 18:41:16,"Belém, Brasil",É a vez de Belém se deliciar na chuva,1,PA
40,2020-08-22 18:40:42,"Belém, Brasil","Meu Deus é chuva
 Quanto tempo que eu não via uma",1,PA
41,2020-08-22 18:40:25,"Belém, Brasil",tava com saudade dessa sumida chamada... chuva,1,PA
42,2020-08-22 18:40:21,"Pará, Brasil",@EEstumano chuva,1,PA
43,2020-08-22 18:40:05,"Belém, Brasil",chuva em Belém🤩😘🤩😘🤩🥰🤩😘🤩😍🤩😘🤩😘🤩🤩,1,PA
44,2020-08-22 18:40:03,belém,CHUVA KRL,1,PA
45,2020-08-22 18:39:29,"Belém, Brasil",finalmente chuva,1,PA
46,2020-08-22 18:36:46,Belém,@raffaocr égua amigo que mico que foi essa chuva kkkkkkk,1,PA
47,2020-08-22 18:25:52,"Belém, Brasil",@bielsena11 voltou a rolar chuva,1,PA
48,2020-08-22 18:24:06,"Belém, PA, Brazil","Esperando essa chuva cair desde as 11h, será q vem aí",0,PA
49,2020-08-22 18:21:44,"Belém, Brasil",Mordido que tá todo mundo falando de chuva e no meu país pedreira não caiu uma gota 🤬👺,0,PA
50,2020-08-22 18:20:33,"Belém, PA","Caiu 0,50 centavos de chuva aqui pela Pedreira, nem precisou tirar as roupas do varal.",0,PA
51,2020-08-22 18:12:32,Belém,Essa chuva veio só me iludir...,0,PA
52,2020-08-22 18:12:01,"Belém, Brasil",tem uma galerinha que hoje diz ser chato criticar quem pede chuva mas na época que parasita tava no auge falaram várias vezes que quem pede/gosta de chuva não pensava no próximo e todas outras baboseiras que militante de twitter fala https://t.co/ub5GUZ9Sld,0,PA
53,2020-08-22 18:11:13,"Belém, Brasil",é um chove e n chove nessa porra,0,PA
54,2020-08-22 18:10:05,"Belém, Brasil","E essa chuva que tá ensaiando e não cai?
Bora mana. Quer dancinha pra incentivar?",0,PA
55,2020-08-22 18:09:23,"Pará, Brasil",Exatos 1:30 um minuto e trinta segundos de chuva na cidade modelo... esse é o Twitter. Boa noite!,0,PA
56,2020-08-22 18:09:22,Belém,Só migué essa chuva mas pelo menos ficou friozinho o que já ótimo,0,PA
57,2020-08-22 18:05:07,"Belém, Brasil",meu deus finalmente chuva em belém depois de mil anos sem,1,PA
58,2020-08-22 18:03:45,"Belém, Brasil",@HeyRaissa A chuva kkkkkkk todo mundo na expectativa 🙏🏾,1,PA
59,2020-08-22 18:03:41,"Belém, Brasil",ta um clima de chuva e eu tô aqui toda empacotada e com preguiça de trabalhar,0,PA
60,2020-08-22 18:03:17,"Belém, Brasil",o cheirinho de chuva deus obrigado por tudo,1,PA
61,2020-08-22 18:01:33,"Belém, Brasil",MEU DEUS CHUVA CHUVA ATENÇÃO CHUVAAAA,1,PA
62,2020-08-22 18:00:09,"Pará, Brasil",porta chuva desgraçada eu só queria sair,1,PA
63,2020-08-22 17:58:00,"Belém, Pará, Brasil","Apesar dos esforços do meu pato em chamar chuva, aparentemente ela não vem :( https://t.co/DLcgWyllGt",0,PA
64,2020-08-22 17:57:43,"Belém, Pará, Brasil",@camomilagaia TRINTA DIAS. Imagina uma Belém que está há trinta dias sem chuva,0,PA
65,2020-08-22 17:54:48,"Belém, Brasil","Eu tô lavando roupa à prestação pq não chove direito há dias então pra ligar a bomba é um parto porque tem pouca água no poço 😭

Sério, eu tô lavando todas as minhas roupas na mão pq até pra ligar a máquina tá um saco",0,PA
66,2020-08-22 17:53:28,Pará,Saí de casa pra dar uma volta de bike e tô ilhada aqui na imimi por causa da chuva kkkk,1,PA
67,2020-08-22 17:52:34,"Belém, Pará, Brasil","Eu tô sentindo que agora sim vem ela
A chuva",0,PA
68,2020-08-22 17:51:49,"Belém, Brasil","@caiocezar420 Nesse período de pouca chuva, a tendência é ficar assim..",0,PA
69,2020-08-22 17:51:15,"Belém, Brasil",Parece que vem uma chuva aí,0,PA
70,2020-08-22 17:50:57,belém,"parece que hoje, sem falta, a chuva vem a belém do pará",0,PA
71,2020-08-22 17:50:27,Castanhal/Belém-PA,mds que chuva boa,1,PA
72,2020-08-22 17:49:08,"Belém, Brasil","Essa chuva tá enrolando de cair desde ontem aqui em Belém
Acho que agora vai",0,PA
73,2020-08-22 17:47:27,,RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
74,2020-08-22 17:47:12,"Belém, Pará, Brasil","Chuva formada no céu, já estou aqui no quintal pedindo igual a lady gaga pra rain em mim",0,PA
75,2020-08-22 17:45:52,"Belém, Brasil","Começando os sintomas de chuva, pra mostrar que os humilhados foram exaltados",0,PA
76,2020-08-22 17:45:51,"Belém, Brasil",peguei essa chuva todinha que está caindo e QUE NEGÓCIO BOM VIU,1,PA
77,2020-08-22 17:45:30,"Belém, Brasil","@barachoadriano Aqui em Ananindeua depois de mais de duas semanas sem uma gota de chuva , finalmente ela está de volta 🌧🌧",1,PA
78,2020-08-22 17:45:10,belém,"ja pensou se a quarentena acaba quando começar a época de frio
eu ia querer sair mas a chuva ia empatar o role",0,PA
79,2020-08-22 17:42:26,"Belém, Brasil",Será que a chuva vem?,0,PA
80,2020-08-22 17:42:19,"Belém, Brasil",Rapaz que chuva foi essa. Voou até minhas cuecas que tavam no varal.,1,PA
81,2020-08-22 17:42:14,,RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
82,2020-08-22 17:40:07,"Belém, Brasil",Chuva.,1,PA
83,2020-08-22 17:39:44,"Pará, Brasil",Uma chuva maravilhosa dessa eu nem ouso reclamar.,1,PA
84,2020-08-22 17:39:22,belem,mds o céu tá com cara de que vai chove... senhor se for da tua vontade senhor já sabe,0,PA
85,2020-08-22 17:38:23,"Belém, Brasil",Aqui pensando nessa chuva que vai cair lek,0,PA
86,2020-08-22 17:38:19,Belém,Será que vai ter o evento chuva? https://t.co/CPQw8x028t,0,PA
87,2020-08-22 17:38:13,"Belém, Brasil","Chuva em vigiaaaa, que milagre",1,PA
88,2020-08-22 17:36:50,Belém,tô me cagando de medo pq tá formando MUITA chuva pra cá e faz tanto tempo q eu n vejo um toró,0,PA
89,2020-08-22 17:33:14,Belém,"Vento gelado de chuva,não  me ilude não manobque chuviscou por 15 segundos hj de tarde",0,PA
90,2020-08-22 17:31:53,Brasil ,RT @cassioffaial: Em Belém não chega nem a chuva que cai em Ananindeua do que dirá o frio lá do Sul do país.,0,PA
91,2020-08-22 17:30:12,"Belém, Brasil",se essa chuva vier aí mesmo eu durmo agora e vou até amanhã se Deus quiser,0,PA
92,2020-08-22 17:25:14,Belém do Pará ,"2° dia seguido que chove aqui

finalmente o mundo tá voltando ao eixo",1,PA
93,2020-08-22 17:22:42,Belém - Pa,Tô indo aqui Ananindeua na casa da mamãe tomar um café e pegar uma chuva já que em Belém não chove,0,PA
94,2020-08-22 17:22:28,Ananindeua,lá vem a chuva cuns caralho de novo.,1,PA
95,2020-08-22 17:18:42,"Ananindeua, Brasil ","Tudo p gente essa chuva, amo",1,PA
96,2020-08-22 17:17:07,"Pará, Brasil","Eu quase nunca venho no Novo Horizonte aí quando eu venho, chove -.-",1,PA
97,2020-08-22 17:14:09,"Pará, Brasil",a chuva que todo mundo pediu,1,PA
98,2020-08-22 17:13:02,Belém do Pará,"chove um pouquinho, Belém
uma chuva de uma hora tá ótimo pra mim",1,PA
